0.75 0.2 3.06448 9.71016
0.75 0.22 3.04354 9.55131
0.75 0.24 3.02538 9.40976
0.75 0.26 3.01141 9.30095
0.75 0.28 2.99908 9.20467
0.75 0.3 2.98946 9.12786
0.75 0.32 2.98015 9.05631
0.75 0.34 2.97517 9.01143
0.75 0.36 2.96766 8.95368
0.75 0.38 2.96438 8.92399
0.75 0.4 2.95874 8.87992
0.75 0.42 2.95648 8.85814
0.75 0.44 2.95346 8.83205
0.75 0.46 2.95126 8.81312
0.75 0.48 2.95003 8.79979
0.75 0.5 2.94899 8.78917
0.75 0.52 2.94842 8.78191
0.75 0.54 2.94798 8.77619
0.75 0.56 2.94805 8.77364
0.75 0.58 2.94911 8.77801
0.77 0.2 3.04639 9.5615
0.77 0.22 3.02744 9.41602
0.77 0.24 3.0131 9.30322
0.77 0.26 3.00128 9.208
0.77 0.28 2.98879 9.11228
0.77 0.3 2.98051 9.04575
0.77 0.32 2.974 8.99228
0.77 0.34 2.96778 8.94158
0.77 0.36 2.96294 8.90121
0.77 0.38 2.95861 8.86546
0.77 0.4 2.95541 8.83746
0.77 0.42 2.95318 8.81632
0.77 0.44 2.94989 8.78964
0.77 0.46 2.94935 8.78128
0.77 0.48 2.94873 8.77267
0.77 0.5 2.9481 8.76465
0.77 0.52 2.94756 8.75815
0.77 0.54 2.94891 8.76397
0.77 0.56 2.94845 8.75913
0.77 0.58 2.9486 8.75785
0.79 0.2 3.03526 9.46176
0.79 0.22 3.01751 9.32291
0.79 0.24 3.00393 9.2178
0.79 0.26 2.99149 9.12026
0.79 0.28 2.98092 9.03916
0.79 0.3 2.9749 8.98785
0.79 0.32 2.96759 8.92931
0.79 0.34 2.96203 8.88368
0.79 0.36 2.95942 8.85822
0.79 0.38 2.95582 8.82743
0.79 0.4 2.95306 8.80293
0.79 0.42 2.95194 8.78986
0.79 0.44 2.94975 8.77073
0.79 0.46 2.949 8.76111
0.79 0.48 2.94846 8.75378
0.79 0.5 2.94868 8.75188
0.79 0.52 2.94877 8.74958
0.79 0.54 2.94926 8.75015
0.79 0.56 2.95031 8.75543
0.79 0.58 2.95107 8.75854
0.81 0.2 3.02283 9.35538
0.81 0.22 3.00655 9.22833
0.81 0.24 2.99367 9.1288
0.81 0.26 2.98485 9.05624
0.81 0.28 2.97696 8.99227
0.81 0.3 2.96999 8.93538
0.81 0.32 2.96399 8.88699
0.81 0.34 2.95893 8.84584
0.81 0.36 2.9571 8.82519
0.81 0.38 2.95458 8.80217
0.81 0.4 2.9526 8.78289
0.81 0.42 2.95074 8.76591
0.81 0.44 2.95032 8.75818
0.81 0.46 2.95094 8.75778
0.81 0.48 2.95029 8.75047
0.81 0.5 2.95106 8.75254
0.81 0.52 2.95094 8.7492
0.81 0.54 2.95232 8.75609
0.81 0.56 2.95304 8.7589
0.81 0.58 2.95478 8.76893
0.83 0.2 3.01433 9.2771
0.83 0.22 3.00043 9.16894
0.83 0.24 2.98875 9.07653
0.83 0.26 2.98033 9.00737
0.83 0.28 2.97144 8.93815
0.83 0.3 2.96624 8.89359
0.83 0.32 2.96346 8.86561
0.83 0.34 2.95892 8.82796
0.83 0.36 2.95642 8.80475
0.83 0.38 2.9544 8.78503
0.83 0.4 2.95314 8.77128
0.83 0.42 2.95219 8.76037
0.83 0.44 2.95176 8.75333
0.83 0.46 2.95257 8.75454
0.83 0.48 2.95329 8.75592
0.83 0.5 2.95432 8.76008
0.83 0.52 2.95504 8.76273
0.83 0.54 2.95645 8.77008
0.83 0.56 2.95784 8.77787
0.83 0.58 2.96008 8.79132
0.85 0.2 3.00631 9.20446
0.85 0.22 2.99429 9.10812
0.85 0.24 2.98443 9.02927
0.85 0.26 2.97614 8.96268
0.85 0.28 2.96906 8.90594
0.85 0.3 2.9652 8.87048
0.85 0.32 2.96108 8.83518
0.85 0.34 2.95902 8.81371
0.85 0.36 2.95737 8.79612
0.85 0.38 2.95578 8.77989
0.85 0.4 2.9554 8.77225
0.85 0.42 2.95525 8.76666
0.85 0.44 2.95609 8.76808
0.85 0.46 2.95615 8.7654
0.85 0.48 2.95746 8.771
0.85 0.5 2.95896 8.77831
0.85 0.52 2.9599 8.78268
0.85 0.54 2.96203 8.79496
0.85 0.56 2.96395 8.80669
0.85 0.58 2.96576 8.81759
0.87 0.2 3.00187 9.15508
0.87 0.22 2.98931 9.0591
0.87 0.24 2.98111 8.991
0.87 0.26 2.97416 8.93447
0.87 0.28 2.96946 8.89268
0.87 0.3 2.96458 8.85173
0.87 0.32 2.96254 8.83007
0.87 0.34 2.96085 8.81178
0.87 0.36 2.95952 8.79681
0.87 0.38 2.9586 8.78552
0.87 0.4 2.95869 8.78131
0.87 0.42 2.95926 8.78069
0.87 0.44 2.95978 8.78073
0.87 0.46 2.96165 8.78962
0.87 0.48 2.96267 8.79396
0.87 0.5 2.9645 8.80389
0.87 0.52 2.96655 8.81552
0.87 0.54 2.96865 8.82809
0.87 0.56 2.97083 8.84164
0.87 0.58 2.97327 8.85708
0.89 0.2 2.99716 9.1086
0.89 0.22 2.98583 9.02062
0.89 0.24 2.97932 8.96401
0.89 0.26 2.97389 8.91768
0.89 0.28 2.96908 8.8765
0.89 0.3 2.96608 8.84835
0.89 0.32 2.96507 8.83348
0.89 0.34 2.96353 8.81708
0.89 0.36 2.96272 8.80586
0.89 0.38 2.963 8.8025
0.89 0.4 2.96391 8.80375
0.89 0.42 2.96458 8.80463
0.89 0.44 2.96591 8.81
0.89 0.46 2.96749 8.81773
0.89 0.48 2.96923 8.82697
0.89 0.5 2.97131 8.83888
0.89 0.52 2.9737 8.85316
0.89 0.54 2.97628 8.86913
0.89 0.56 2.97883 8.88532
0.89 0.58 2.9812 8.90083
0.91 0.2 2.99401 9.07321
0.91 0.22 2.9858 9.00489
0.91 0.24 2.97953 8.9518
0.91 0.26 2.97446 8.90841
0.91 0.28 2.97176 8.88116
0.91 0.3 2.96868 8.85318
0.91 0.32 2.96702 8.83528
0.91 0.34 2.96725 8.83013
0.91 0.36 2.96766 8.82723
0.91 0.38 2.96805 8.82521
0.91 0.4 2.96921 8.82868
0.91 0.42 2.97045 8.83342
0.91 0.44 2.97235 8.84297
0.91 0.46 2.97506 8.85805
0.91 0.48 2.97687 8.86824
0.91 0.5 2.97953 8.88412
0.91 0.52 2.9819 8.8988
0.91 0.54 2.98494 8.91803
0.91 0.56 2.98764 8.93565
0.91 0.58 2.9907 8.95581
0.93 0.2 2.99327 9.05412
0.93 0.22 2.98546 8.99012
0.93 0.24 2.98083 8.94757
0.93 0.26 2.97671 8.91088
0.93 0.28 2.97395 8.88445
0.93 0.3 2.97263 8.8681
0.93 0.32 2.97212 8.85784
0.93 0.34 2.97244 8.85409
0.93 0.36 2.97319 8.85386
0.93 0.38 2.97457 8.85839
0.93 0.4 2.97599 8.8641
0.93 0.42 2.97825 8.87563
0.93 0.44 2.98024 8.88621
0.93 0.46 2.98278 8.90083
0.93 0.48 2.98551 8.91715
0.93 0.5 2.98859 8.9361
0.93 0.52 2.99143 8.95411
0.93 0.54 2.99452 8.97412
0.93 0.56 2.99771 8.99522
0.93 0.58 3.00099 9.01722
0.95 0.2 2.99366 9.0433
0.95 0.22 2.98731 8.9896
0.95 0.24 2.98259 8.94804
0.95 0.26 2.98 8.92163
0.95 0.28 2.97832 8.90254
0.95 0.3 2.97763 8.89073
0.95 0.32 2.97763 8.88457
0.95 0.34 2.97864 8.88561
0.95 0.36 2.97989 8.88908
0.95 0.38 2.98163 8.89652
0.95 0.4 2.98369 8.90664
0.95 0.42 2.98618 8.92018
0.95 0.44 2.98913 8.93709
0.95 0.46 2.99194 8.95387
0.95 0.48 2.99503 8.97294
0.95 0.5 2.99811 8.99241
0.95 0.52 3.00175 9.01577
0.95 0.54 3.00484 9.03633
0.95 0.56 3.00862 9.06147
0.95 0.58 3.01229 9.08631
0.97 0.2 2.99416 9.03593
0.97 0.22 2.9897 8.99453
0.97 0.24 2.98636 8.96264
0.97 0.26 2.98448 8.94105
0.97 0.28 2.9837 8.92828
0.97 0.3 2.98362 8.92103
0.97 0.32 2.98439 8.92026
0.97 0.34 2.98576 8.92418
